layer_name,input,kv_cache,tp_size,latency(ns)
up_proj,251,0,1,751
act_fn,251,0,1,19424
final_layernorm,251,0,1,37807
lm_head,251,0,1,736
embedding,252,0,1,10864
input_layernorm,252,0,1,37376
q_proj,252,0,1,41744
k_proj,252,0,1,21295
rope,252,0,1,58127
post_layernorm,252,0,1,37968
gate_proj,252,0,1,736
up_proj,252,0,1,736
act_fn,252,0,1,19504
final_layernorm,252,0,1,37807
lm_head,252,0,1,736
embedding,253,0,1,10976
input_layernorm,253,0,1,37568
q_proj,253,0,1,42048
k_proj,253,0,1,21568
rope,253,0,1,58335
post_layernorm,253,0,1,38191
gate_proj,253,0,1,736
up_proj,253,0,1,736
act_fn,253,0,1,19456
final_layernorm,253,0,1,37969
lm_head,253,0,1,736
embedding,254,0,1,11040
input_layernorm,254,0,1,37743
q_proj,254,0,1,42016
k_proj,254,0,1,21488
rope,254,0,1,58206
post_layernorm,254,0,1,38208
gate_proj,254,0,1,736
up_proj,254,0,1,736
act_fn,254,0,1,19551
final_layernorm,254,0,1,38304
lm_head,254,0,1,736
embedding,255,0,1,11215
input_layernorm,255,0,1,37456
q_proj,255,0,1,42159
k_proj,255,0,1,21792
rope,255,0,1,58495
post_layernorm,255,0,1,38289
gate_proj,255,0,1,736
up_proj,255,0,1,736
act_fn,255,0,1,19727
final_layernorm,255,0,1,38127
lm_head,255,0,1,736
embedding,256,0,1,11151
input_layernorm,256,0,1,37327
q_proj,256,0,1,41727
k_proj,256,0,1,21088
rope,256,0,1,58496
post_layernorm,256,0,1,37727
gate_proj,256,0,1,736
up_proj,256,0,1,736
act_fn,256,0,1,19792
final_layernorm,256,0,1,37521
lm_head,256,0,1,736
embedding,257,0,1,11168
input_layernorm,257,0,1,37904
q_proj,257,0,1,42175
k_proj,257,0,1,21551
rope,257,0,1,58814
post_layernorm,257,0,1,38031
act_fn,257,0,1,19567
final_layernorm,257,0,1,38176
lm_head,257,0,1,736
embedding,258,0,1,11376
input_layernorm,258,0,1,38110
q_proj,258,0,1,42143
k_proj,258,0,1,21455
rope,258,0,1,58431
post_layernorm,258,0,1,38206
act_fn,258,0,1,19568
final_layernorm,258,0,1,38256
lm_head,258,0,1,736
embedding,259,0,1,11344
input_layernorm,259,0,1,38063
q_proj,259,0,1,42416
k_proj,259,0,1,21440
rope,259,0,1,58863
post_layernorm,259,0,1,38222
act_fn,259,0,1,19664
final_layernorm,259,0,1,38238
lm_head,259,0,1,736
embedding,260,0,1,11311
input_layernorm,260,0,1,37504
q_proj,260,0,1,42161
k_proj,260,0,1,21280
rope,260,0,1,58735
post_layernorm,260,0,1,37888
act_fn,260,0,1,19457
final_layernorm,260,0,1,38112
lm_head,260,0,1,736
embedding,261,0,1,11519
input_layernorm,261,0,1,38063
q_proj,261,0,1,42416
k_proj,261,0,1,21568
rope,261,0,1,59056
post_layernorm,261,0,1,38126
act_fn,261,0,1,19664
final_layernorm,261,0,1,38158
lm_head,261,0,1,736
embedding,262,0,1,11519
input_layernorm,262,0,1,38302
q_proj,262,0,1,42400
k_proj,262,0,1,21472
rope,262,0,1,59231
post_layernorm,262,0,1,38384
act_fn,262,0,1,19808
final_layernorm,262,0,1,38399
lm_head,262,0,1,736
embedding,263,0,1,11568
input_layernorm,263,0,1,38048
q_proj,263,0,1,42480
k_proj,263,0,1,21888
rope,263,0,1,58879
post_layernorm,263,0,1,38175
act_fn,263,0,1,19825
final_layernorm,263,0,1,38319
lm_head,263,0,1,736
embedding,264,0,1,11536
input_layernorm,264,0,1,37807
q_proj,264,0,1,42656
k_proj,264,0,1,21887
rope,264,0,1,59535
post_layernorm,264,0,1,37902
act_fn,264,0,1,19856
final_layernorm,264,0,1,38064
lm_head,264,0,1,736
embedding,265,0,1,11648
input_layernorm,265,0,1,37952
q_proj,265,0,1,43008
k_proj,265,0,1,21871
rope,265,0,1,59263
post_layernorm,265,0,1,38254
act_fn,265,0,1,19951
down_proj,265,0,1,7951
final_layernorm,265,0,1,37952
lm_head,265,0,1,736
embedding,266,0,1,11647
input_layernorm,266,0,1,38736
q_proj,266,0,1,43393
k_proj,266,0,1,22015
rope,266,0,1,59887
post_layernorm,266,0,1,39103
act_fn,266,0,1,19935
down_proj,266,0,1,7887
final_layernorm,266,0,1,38864
lm_head,266,0,1,736
embedding,267,0,1,11551
input_layernorm,267,0,1,38735
q_proj,267,0,1,43487
k_proj,267,0,1,21999
rope,267,0,1,59648
post_layernorm,267,0,1,38704
act_fn,267,0,1,19936
down_proj,267,0,1,8047
final_layernorm,267,0,1,38417
lm_head,267,0,1,736
embedding,268,0,1,11536
input_layernorm,268,0,1,38241
q_proj,268,0,1,43583
k_proj,268,0,1,21871
rope,268,0,1,60207
post_layernorm,268,0,1,38322
act_fn,268,0,1,20096
down_proj,268,0,1,7823
final_layernorm,268,0,1,38304
lm_head,268,0,1,736
embedding,269,0,1,11584
input_layernorm,269,0,1,38272
q_proj,269,0,1,43728
k_proj,269,0,1,22191
rope,269,0,1,60607
post_layernorm,269,0,1,38625
act_fn,269,0,1,20192
down_proj,269,0,1,7920
final_layernorm,269,0,1,38222
lm_head,269,0,1,736
embedding,270,0,1,11727
input_layernorm,270,0,1,38400
q_proj,270,0,1,43952
k_proj,270,0,1,21983
rope,270,0,1,60495
post_layernorm,270,0,1,38463
act_fn,270,0,1,20480
down_proj,270,0,1,7855
final_layernorm,270,0,1,38321
lm_head,270,0,1,736
embedding,271,0,1,11680
input_layernorm,271,0,1,38494
q_proj,271,0,1,43760
k_proj,271,0,1,22048
rope,271,0,1,60175
post_layernorm,271,0,1,38624
act_fn,271,0,1,20384
down_proj,271,0,1,7871
final_layernorm,271,0,1,38512
lm_head,271,0,1,736
embedding,272,0,1,11616
input_layernorm,272,0,1,38001
q_proj,272,0,1,43615
k_proj,272,0,1,22080
rope,272,0,1,60800
post_layernorm,272,0,1,38528
act_fn,272,0,1,20527
down_proj,272,0,1,7887
final_layernorm,272,0,1,38350
lm_head,272,0,1,736
embedding,273,0,1,11680
input_layernorm,273,0,1,38594
q_proj,273,0,1,43713
k_proj,273,0,1,22128
rope,273,0,1,60718
post_layernorm,273,0,1,38720
act_fn,273,0,1,20560
final_layernorm,273,0,1,38720
lm_head,273,0,1,736
embedding,274,0,1,11824
input_layernorm,274,0,1,38449
q_proj,274,0,1,44128
k_proj,274,0,1,22175
rope,274,0,1,61313
post_layernorm,274,0,1,38896
act_fn,274,0,1,20592
final_layernorm,274,0,1,38896
lm_head,274,0,1,736
embedding,275,0,1,11664
input_layernorm,275,0,1,38560
q_proj,275,0,1,43968
k_proj,275,0,1,22032
rope,275,0,1,61103
post_layernorm,275,0,1,38784
act_fn,275,0,1,20559
final_layernorm,275,0,1,38656
lm_head,275,0,1,736
embedding,276,0,1,11968
input_layernorm,276,0,1,38768
q_proj,276,0,1,44207
k_proj,276,0,1,21968
rope,276,0,1,61568
post_layernorm,276,0,1,39119
act_fn,276,0,1,20511
final_layernorm,276,0,1,38991
lm_head,276,0,1,736
embedding,277,0,1,11856
input_layernorm,277,0,1,38737
q_proj,277,0,1,44208
k_proj,277,0,1,21968
rope,277,0,1,61423
post_layernorm,277,0,1,39296
act_fn,277,0,1,20832
final_layernorm,277,0,1,39199
lm_head,277,0,1,736
embedding,278,0,1,11888
input_layernorm,278,0,1,38656
q_proj,278,0,1,44175
k_proj,278,0,1,21969
rope,278,0,1,61328
post_layernorm,278,0,1,38848
act_fn,278,0,1,20992
final_layernorm,278,0,1,38959
lm_head,278,0,1,736
embedding,279,0,1,11920
input_layernorm,279,0,1,38752
q_proj,279,0,1,44558
k_proj,279,0,1,22047
rope,279,0,1,61551
post_layernorm,279,0,1,38976
act_fn,279,0,1,21040
final_layernorm,279,0,1,38880
lm_head,279,0,1,736
embedding,280,0,1,11824
input_layernorm,280,0,1,38560
q_proj,280,0,1,44528
k_proj,280,0,1,21871
rope,280,0,1,61503
post_layernorm,280,0,1,38704
act_fn,280,0,1,20959
final_layernorm,280,0,1,38559
lm_head,280,0,1,736
embedding,281,0,1,11920
input_layernorm,281,0,1,39265
q_proj,281,0,1,44560
k_proj,281,0,1,22047
rope,281,0,1,61487
post_layernorm,281,0,1,39247
act_fn,281,0,1,21072
final_layernorm,281,0,1,39151
lm_head,281,0,1,736
embedding,282,0,1,11968
input_layernorm,282,0,1,39103
q_proj,282,0,1,45152
k_proj,282,0,1,22030
rope,282,0,1,61775
post_layernorm,282,0,1,39326
act_fn,282,0,1,21135
final_layernorm,282,0,1,39102
lm_head,282,0,1,736
embedding,283,0,1,11872
input_layernorm,283,0,1,38848
q_proj,283,0,1,44800
k_proj,283,0,1,22143
rope,283,0,1,61807
post_layernorm,283,0,1,38831
act_fn,283,0,1,21184
final_layernorm,283,0,1,39167
lm_head,283,0,1,735
embedding,284,0,1,12048
input_layernorm,284,0,1,39088
q_proj,284,0,1,44816
k_proj,284,0,1,21999
rope,284,0,1,62126
post_layernorm,284,0,1,38911
act_fn,284,0,1,21360
final_layernorm,284,0,1,39198
lm_head,284,0,1,736
embedding,285,0,1,12112
input_layernorm,285,0,1,39136
q_proj,285,0,1,45234
k_proj,285,0,1,22336
rope,285,0,1,62415
post_layernorm,285,0,1,39328
act_fn,285,0,1,21504
final_layernorm,285,0,1,39488
lm_head,285,0,1,736
embedding,286,0,1,12144
input_layernorm,286,0,1,39248
q_proj,286,0,1,45312
k_proj,286,0,1,22032
rope,286,0,1,62144
post_layernorm,286,0,1,39088
act_fn,286,0,1,21328
final_layernorm,286,0,1,39505
lm_head,286,0,1,736
embedding,287,0,1,12191
input_layernorm,287,0,1,39119
q_proj,287,0,1,45776
k_proj,287,0,1,22128
rope,287,0,1,62462
post_layernorm,287,0,1,39312
act_fn,287,0,1,21487
final_layernorm,287,0,1,39342
lm_head,287,0,1,736
embedding,288,0,1,12240
input_layernorm,288,0,1,38640
q_proj,288,0,1,45104
k_proj,288,0,1,21856
rope,288,0,1,62128
post_layernorm,288,0,1,38848
act_fn,288,0,1,21632
final_layernorm,288,0,1,39072
lm_head,288,0,1,736
embedding,289,0,1,12223
input_layernorm,289,0,1,39007
q_proj,289,0,1,45184
k_proj,289,0,1,21984
rope,289,0,1,62303
post_layernorm,289,0,1,39088
act_fn,289,0,1,21200
final_layernorm,289,0,1,39375
lm_head,289,0,1,736
embedding,290,0,1,12432
input_layernorm,290,0,1,39024
q_proj,290,0,1,45568
k_proj,290,0,1,22096
rope,290,0,1,63089
post_layernorm,290,0,1,39519
act_fn,290,0,1,21519
final_layernorm,290,0,1,39376
lm_head,290,0,1,736
embedding,291,0,1,12432
input_layernorm,291,0,1,38768
q_proj,291,0,1,45455
k_proj,291,0,1,22143
rope,291,0,1,62287
post_layernorm,291,0,1,39328
act_fn,291,0,1,21424
final_layernorm,291,0,1,39375
lm_head,291,0,1,736
embedding,292,0,1,12463
input_layernorm,292,0,1,39344
q_proj,292,0,1,45487
k_proj,292,0,1,22193
rope,292,0,1,63182
post_layernorm,292,0,1,39456
act_fn,292,0,1,21408
final_layernorm,292,0,1,39440
lm_head,292,0,1,736
embedding,293,0,1,12608
input_layernorm,293,0,1,39743
q_proj,293,0,1,45920
k_proj,293,0,1,22128
rope,293,0,1,63103
post_layernorm,293,0,1,39967
act_fn,293,0,1,21808
final_layernorm,293,0,1,40000
lm_head,293,0,1,736
embedding,294,0,1,12400
input_layernorm,294,0,1,39585
q_proj,294,0,1,45422
k_proj,294,0,1,21903
rope,294,0,1,62545
post_layernorm,294,0,1,39680
act_fn,294,0,1,21423
final_layernorm,294,0,1,39553
lm_head,294,0,1,736
embedding,295,0,1,12624
input_layernorm,295,0,1,39392
q_proj,295,0,1,45984
k_proj,295,0,1,22096
rope,295,0,1,63199
post_layernorm,295,0,1,39919
act_fn,295,0,1,21616
final_layernorm,295,0,1,39648
lm_head,295,0,1,736
embedding,296,0,1,12511
input_layernorm,296,0,1,39663
q_proj,296,0,1,46048
k_proj,296,0,1,21919
rope,296,0,1,63169
post_layernorm,296,0,1,39487
act_fn,296,0,1,21584
final_layernorm,296,0,1,39376
lm_head,296,0,1,736
embedding,297,0,1,12352
input_layernorm,297,0,1,39423
q_proj,297,0,1,46383
k_proj,297,0,1,22176
rope,297,0,1,63248
post_layernorm,297,0,1,39791
act_fn,297,0,1,21904
final_layernorm,297,0,1,39904
lm_head,297,0,1,736
embedding,298,0,1,12480
input_layernorm,298,0,1,39757
q_proj,298,0,1,46191
k_proj,298,0,1,21904
rope,298,0,1,62782
post_layernorm,298,0,1,39808
act_fn,298,0,1,21631
final_layernorm,298,0,1,39696
lm_head,298,0,1,736
embedding,299,0,1,12592
input_layernorm,299,0,1,39793
q_proj,299,0,1,46159
k_proj,299,0,1,22256
rope,299,0,1,63646
post_layernorm,299,0,1,40176
act_fn,299,0,1,21968
final_layernorm,299,0,1,40000
lm_head,299,0,1,736
embedding,300,0,1,12607
input_layernorm,300,0,1,39888
q_proj,300,0,1,46576
k_proj,300,0,1,22142
rope,300,0,1,64047
post_layernorm,300,0,1,40112
act_fn,300,0,1,22047
final_layernorm,300,0,1,39968
lm_head,300,0,1,736
embedding,301,0,1,12560
input_layernorm,301,0,1,40125
q_proj,301,0,1,46288
k_proj,301,0,1,22080
rope,301,0,1,63582
post_layernorm,301,0,1,39921
act_fn,301,0,1,22063
final_layernorm,301,0,1,39985
lm_head,301,0,1,736
embedding,302,0,1,12607
input_layernorm,302,0,1,40193
q_proj,302,0,1,46688
k_proj,302,0,1,22176
rope,302,0,1,63919
post_layernorm,302,0,1,40095
act_fn,302,0,1,21968
final_layernorm,302,0,1,40159
lm_head,302,0,1,736
embedding,303,0,1,12672
input_layernorm,303,0,1,39903
q_proj,303,0,1,46976
k_proj,303,0,1,22591
rope,303,0,1,64015
post_layernorm,303,0,1,40224
act_fn,303,0,1,22368
final_layernorm,303,0,1,40095
lm_head,303,0,1,736
embedding,304,0,1,12752
input_layernorm,304,0,1,39888
q_proj,304,0,1,46382
k_proj,304,0,1,22286
rope,304,0,1,64095
post_layernorm,304,0,1,39728
act_fn,304,0,1,22624
down_proj,304,0,1,8255
final_layernorm,304,0,1,39214
lm_head,304,0,1,736
embedding,305,0,1,12544
input_layernorm,305,0,1,39983
q_proj,305,0,1,46591
k_proj,305,0,1,22303
rope,305,0,1,64016
post_layernorm,305,0,1,40224
act_fn,305,0,1,22672
final_layernorm,305,0,1,40256
lm_head,305,0,1,736
embedding,306,0,1,12704
input_layernorm,306,0,1,40126
q_proj,306,0,1,46639
k_proj,306,0,1,22351
rope,306,0,1,63984
post_layernorm,306,0,1,40335
act_fn,306,0,1,22799
final_layernorm,306,0,1,40048
lm_head,306,0,1,736
embedding,307,0,1,12704
input_layernorm,307,0,1,40238
q_proj,307,0,1,46863
k_proj,307,0,1,22464
rope,307,0,1,64080
post_layernorm,307,0,1,40353
act_fn,307,0,1,22816
final_layernorm,307,0,1,40143
lm_head,307,0,1,736
embedding,308,0,1,13120
input_layernorm,308,0,1,40192
q_proj,308,0,1,47087
k_proj,308,0,1,22496
rope,308,0,1,64672
post_layernorm,308,0,1,40335
act_fn,308,0,1,22831
final_layernorm,308,0,1,40383
lm_head,308,0,1,736
embedding,309,0,1,12784
input_layernorm,309,0,1,40401
q_proj,309,0,1,46957
k_proj,309,0,1,22416
rope,309,0,1,64127
post_layernorm,309,0,1,40271
act_fn,309,0,1,23087
final_layernorm,309,0,1,40063
lm_head,309,0,1,736
embedding,310,0,1,12848
input_layernorm,310,0,1,40607
q_proj,310,0,1,47199
k_proj,310,0,1,22399
rope,310,0,1,64943
post_layernorm,310,0,1,40640
act_fn,310,0,1,23295
final_layernorm,310,0,1,40401
lm_head,310,0,1,736
embedding,311,0,1,12975
input_layernorm,311,0,1,39919
q_proj,311,0,1,47152
k_proj,311,0,1,22527
rope,311,0,1,64447
post_layernorm,311,0,1,40447
act_fn,311,0,1,23136
final_layernorm,311,0,1,40319
lm_head,311,0,1,736
embedding,312,0,1,13040
input_layernorm,312,0,1,39871
q_proj,312,0,1,47183
k_proj,312,0,1,22255
rope,312,0,1,64974
post_layernorm,312,0,1,40239
act_fn,312,0,1,23135
final_layernorm,312,0,1,40000
lm_head,312,0,1,736
embedding,313,0,1,12976
input_layernorm,313,0,1,40064
q_proj,313,0,1,46992
k_proj,313,0,1,22322
rope,313,0,1,64255
post_layernorm,313,0,1,40448
act_fn,313,0,1,23263
down_proj,313,0,1,8592
final_layernorm,313,0,1,40240
lm_head,313,0,1,736
embedding,314,0,1,13087
input_layernorm,314,0,1,40208
q_proj,314,0,1,47232
k_proj,314,0,1,22336
rope,314,0,1,64817
post_layernorm,314,0,1,40606
act_fn,314,0,1,23296
down_proj,314,0,1,8496
final_layernorm,314,0,1,40304
lm_head,314,0,1,736
embedding,315,0,1,13183
input_layernorm,315,0,1,40079
q_proj,315,0,1,47297
k_proj,315,0,1,22447
rope,315,0,1,64672
post_layernorm,315,0,1,40623
act_fn,315,0,1,23424
down_proj,315,0,1,8480
final_layernorm,315,0,1,40128
lm_head,315,0,1,736
embedding,316,0,1,13248
input_layernorm,316,0,1,40432
q_proj,316,0,1,47728
k_proj,316,0,1,22479
rope,316,0,1,65872
post_layernorm,316,0,1,40767
act_fn,316,0,1,23568
down_proj,316,0,1,8416
final_layernorm,316,0,1,40367
lm_head,316,0,1,736
embedding,317,0,1,13120
input_layernorm,317,0,1,41744
q_proj,317,0,1,47504
k_proj,317,0,1,22398
rope,317,0,1,64800
post_layernorm,317,0,1,42990
act_fn,317,0,1,23680
down_proj,317,0,1,8480
final_layernorm,317,0,1,42784
lm_head,317,0,1,736
embedding,318,0,1,13263
input_layernorm,318,0,1,42112
q_proj,318,0,1,47681
k_proj,318,0,1,22366
rope,318,0,1,64942
post_layernorm,318,0,1,43392
act_fn,318,0,1,23776
down_proj,318,0,1,8447
final_layernorm,318,0,1,43664
lm_head,318,0,1,736
embedding,319,0,1,13344
input_layernorm,319,0,1,42769
q_proj,319,0,1,48239
k_proj,319,0,1,22416
rope,319,0,1,65711
post_layernorm,319,0,1,43872
act_fn,319,0,1,23743
down_proj,319,0,1,8432
final_layernorm,319,0,1,43712
lm_head,319,0,1,736
embedding,320,0,1,13248
input_layernorm,320,0,1,42832
q_proj,320,0,1,47552
k_proj,320,0,1,22398
rope,320,0,1,65326
post_layernorm,320,0,1,43902
act_fn,320,0,1,23424
down_proj,320,0,1,8783
final_layernorm,320,0,1,42992
lm_head,320,0,1,736
embedding,321,0,1,13232
input_layernorm,321,0,1,42577
q_proj,321,0,1,47887
k_proj,321,0,1,22496
rope,321,0,1,65375
post_layernorm,321,0,1,44303
act_fn,321,0,1,23807
final_layernorm,321,0,1,44016
lm_head,321,0,1,736
embedding,322,0,1,13472
input_layernorm,322,0,1,42832
q_proj,322,0,1,47903
k_proj,322,0,1,22559
rope,322,0,1,65600
post_layernorm,322,0,1,44288
act_fn,322,0,1,24048
final_layernorm,322,0,1,43951
lm_head,322,0,1,736
embedding,323,0,1,13472
input_layernorm,323,0,1,42959
q_proj,323,0,1,48080
k_proj,323,0,1,22575
rope,323,0,1,65903
post_layernorm,323,0,1,44640
act_fn,323,0,1,24207
final_layernorm,323,0,1,43935
lm_head,323,0,1,736
embedding,324,0,1,13135
input_layernorm,324,0,1,42863
q_proj,324,0,1,47937
k_proj,324,0,1,22430
rope,324,0,1,65520
post_layernorm,324,0,1,44208
act_fn,324,0,1,24256
final_layernorm,324,0,1,43664
lm_head,324,0,1,736
embedding,325,0,1,13232
input_layernorm,325,0,1,43328
q_proj,325,0,1,48593
k_proj,325,0,1,22814
rope,325,0,1,66191
post_layernorm,325,0,1,44496
act_fn,325,0,1,24240
final_layernorm,325,0,1,44286
lm_head,325,0,1,736
embedding,326,0,1,13247
input_layernorm,326,0,1,43166
q_proj,326,0,1,48176
k_proj,326,0,1,22416
rope,326,0,1,65470
post_layernorm,326,0,1,44463
act_fn,326,0,1,24272
final_layernorm,326,0,1,43920
lm_head,326,0,1,735
embedding,327,0,1,13312
input_layernorm,327,0,1,43344
q_proj,327,0,1,48591
k_proj,327,0,1,22432
rope,327,0,1,65599
post_layernorm,327,0,1,44767
act_fn,327,0,1,24352
final_layernorm,327,0,1,44529
lm_head,327,0,1,736
embedding,328,0,1,13440
input_layernorm,328,0,1,43312
q_proj,328,0,1,48864
k_proj,328,0,1,22542
rope,328,0,1,66559
post_layernorm,328,0,1,44704
act_fn,328,0,1,24543
final_layernorm,328,0,1,43840
lm_head,328,0,1,736
embedding,329,0,1,13343
input_layernorm,329,0,1,43217
q_proj,329,0,1,48944
k_proj,329,0,1,22496
rope,329,0,1,65775
post_layernorm,329,0,1,44576
act_fn,329,0,1,24592
final_layernorm,329,0,1,44207
lm_head,329,0,1,736
embedding,330,0,1,13391
input_layernorm,330,0,1,43503
q_proj,330,0,1,48638
k_proj,330,0,1,22593
rope,330,0,1,66639
post_layernorm,330,0,1,44751
act_fn,330,0,1,24672
final_layernorm,330,0,1,44335
lm_head,330,0,1,736
embedding,331,0,1,13408
input_layernorm,331,0,1,43472
q_proj,331,0,1,49024
k_proj,331,0,1,22528
rope,331,0,1,66048
post_layernorm,331,0,1,44943
act_fn,331,0,1,24784
final_layernorm,331,0,1,44496
lm_head,331,0,1,736
embedding,332,0,1,13487
input_layernorm,332,0,1,43582
q_proj,332,0,1,49294
k_proj,332,0,1,22687
rope,332,0,1,66783
post_layernorm,332,0,1,44961
act_fn,332,0,1,24768
final_layernorm,332,0,1,44623
lm_head,332,0,1,736
embedding,333,0,1,13488
input_layernorm,333,0,1,43840
q_proj,333,0,1,49087
k_proj,333,0,1,22575
rope,333,0,1,66607
post_layernorm,333,0,1,44961
act_fn,333,0,1,24912
final_layernorm,333,0,1,44670
lm_head,333,0,1,736
embedding,334,0,1,13504
input_layernorm,334,0,1,43712
q_proj,334,0,1,49503
k_proj,334,0,1,22640
rope,334,0,1,66942
post_layernorm,334,0,1,44959
act_fn,334,0,1,25104
final_layernorm,334,0,1,44656
lm_head,334,0,1,736
embedding,335,0,1,13583
input_layernorm,335,0,1,43471
q_proj,335,0,1,49678
k_proj,335,0,1,22768
rope,335,0,1,67121
post_layernorm,335,0,1,45439
act_fn,335,0,1,25407
final_layernorm,335,0,1,44576
lm_head,335,0,1,736
embedding,336,0,1,13472
input_layernorm,336,0,1,43516
q_proj,336,0,1,49550
k_proj,336,0,1,22606
rope,336,0,1,67568
post_layernorm,336,0,1,44993
act_fn,336,0,1,25104
final_layernorm,336,0,1,44481
lm_head,336,0,1,736
embedding,337,0,1,13792
input_layernorm,337,0,1,43504
q_proj,337,0,1,49295
k_proj,337,0,1,22608
rope,337,0,1,66496
post_layernorm,337,0,1,45040
act_fn,337,0,1,25136
final_layernorm,337,0,1,44943
lm_head,337,0,1,736
embedding,338,0,1,13871
input_layernorm,338,0,1,43663
q_proj,338,0,1,49903
k_proj,338,0,1,22688
rope,338,0,1,67264
post_layernorm,338,0,1,45407
act_fn,338,0,1,25232
final_layernorm,338,0,1,44592
lm_head,338,0,1,736
embedding,339,0,1,13712
input_layernorm,339,0,1,43535
q_proj,339,0,1,49886
k_proj,339,0,1,22703
rope,339,0,1,66783
post_layernorm,339,0,1,45599
act_fn,339,0,1,25408
final_layernorm,339,0,1,44768
lm_head,339,0,1,736
embedding,340,0,1,13920
input_layernorm,340,0,1,43518
q_proj,340,0,1,49728
k_proj,340,0,1,22591
rope,340,0,1,67344
post_layernorm,340,0,1,45407
act_fn,340,0,1,25551
final_layernorm,340,0,1,44544
lm_head,340,0,1,736
embedding,341,0,1,13967
input_layernorm,341,0,1,43886
q_proj,341,0,1,50031
k_proj,341,0,1,22831
rope,341,0,1,67391
post_layernorm,341,0,1,45488
act_fn,341,0,1,25600
final_layernorm,341,0,1,44752
lm_head,341,0,1,736
embedding,342,0,1,14175
input_layernorm,342,0,1,43536
q_proj,342,0,1,50256
k_proj,342,0,1,22703
rope,342,0,1,68879
post_layernorm,342,0,1,45696
act_fn,342,0,1,25471
final_layernorm,342,0,1,45008
lm_head,342,0,1,736
embedding,343,0,1,14000
input_layernorm,343,0,1,43504
q_proj,343,0,1,49952
k_proj,343,0,1,22686
rope,343,0,1,68432
post_layernorm,343,0,1,45358
act_fn,343,0,1,26047
final_layernorm,343,0,1,44976
lm_head,343,0,1,736
embedding,344,0,1,14272
input_layernorm,344,0,1,43694
q_proj,344,0,1,50304
k_proj,344,0,1,22687
rope,344,0,1,68958
post_layernorm,344,0,1,45199
act_fn,344,0,1,25648
final_layernorm,344,0,1,44831
lm_head,344,0,1,736
embedding,345,0,1,14096
input_layernorm,345,0,1,43584
q_proj,345,0,1,50097
k_proj,345,0,1,22718
rope,345,0,1,68350
post_layernorm,345,0,1,45584
act_fn,345,0,1,25951
final_layernorm,345,0,1,45055
lm_head,345,0,1,736
embedding,346,0,1,14079
input_layernorm,346,0,1,43968
q_proj,346,0,1,50352
k_proj,346,0,1,22782
rope,346,0,1,68480
post_layernorm,346,0,1,45535
act_fn,346,0,1,26001
final_layernorm,346,0,1,44975
lm_head,346,0,1,736
embedding,347,0,1,14096
input_layernorm,347,0,1,44079
q_proj,347,0,1,50528
k_proj,347,0,1,22672
rope,347,0,1,68304
post_layernorm,347,0,1,45967
act_fn,347,0,1,25872
final_layernorm,347,0,1,45309
lm_head,347,0,1,751
embedding,348,0,1,14096
input_layernorm,348,0,1,43968
q_proj,348,0,1,50464
k_proj,348,0,1,22784
rope,348,0,1,68864
post_layernorm,348,0,1,45329
act_fn,348,0,1,26112
final_layernorm,348,0,1,45088
lm_head,348,0,1,736
embedding,349,0,1,14160
input_layernorm,349,0,1,43888
q_proj,349,0,1,50766
k_proj,349,0,1,22686
rope,349,0,1,69119
post_layernorm,349,0,1,45440
act_fn,349,0,1,26015
final_layernorm,349,0,1,44879
lm_head,349,0,1,736
embedding,350,0,1,14272
input_layernorm,350,0,1,44286
q_proj,350,0,1,51072
k_proj,350,0,1,22943
rope,350,0,1,69583
post_layernorm,350,0,1,45855
act_fn,350,0,1,26399
final_layernorm,350,0,1,45168
lm_head,350,0,1,736
embedding,351,0,1,14319
input_layernorm,351,0,1,43934
q_proj,351,0,1,50991
k_proj,351,0,1,22592
rope,351,0,1,68943
post_layernorm,351,0,1,45823
act_fn,351,0,1,26431
final_layernorm,351,0,1,45281
lm_head,351,0,1,736
embedding,352,0,1,14224
input_layernorm,352,0,1,44160
q_proj,352,0,1,51248
k_proj,352,0,1,22816
rope,352,0,1,69983
post_layernorm,352,0,1,45633
act_fn,352,0,1,26399
final_layernorm,352,0,1,44881
lm_head,352,0,1,736
embedding,353,0,1,14304
input_layernorm,353,0,1,44000
q_proj,353,0,1,50928
k_proj,353,0,1,22623
rope,353,0,1,68881
post_layernorm,353,0,1,45791
act_fn,353,0,1,26448
final_layernorm,353,0,1,45408
lm_head,353,0,1,736
embedding,354,0,1,14304
input_layernorm,354,0,1,44127
q_proj,354,0,1,51056
k_proj,354,0,1,22863
rope,354,0,1,69776
post_layernorm,354,0,1,45935
act_fn,354,0,1,26672
final_layernorm,354,0,1,45265
lm_head,354,0,1,736
embedding,355,0,1,14416
input_layernorm,355,0,1,43967
q_proj,355,0,1,51166
k_proj,355,0,1,22736
rope,355,0,1,69616
post_layernorm,355,0,1,46015
act_fn,355,0,1,26784
final_layernorm,355,0,1,45663
lm_head,355,0,1,736
embedding,356,0,1,14095
input_layernorm,356,0,1,43935
q_proj,356,0,1,51040
k_proj,356,0,1,22784
rope,356,0,1,69119
post_layernorm,356,0,1,45760
act_fn,356,0,1,26654
final_layernorm,356,0,1,45488
lm_head,356,0,1,736
embedding,357,0,1,14321
input_layernorm,357,0,1,44096
q_proj,357,0,1,51550
k_proj,357,0,1,22751
rope,357,0,1,69537
post_layernorm,357,0,1,46016
act_fn,357,0,1,26768
